id,title,description,category,brand,price,text
11325776," ""Corsair 32GB DDR4 Vengeance LPX 3000MHz Memory Kit 2x16GB""@en 2x16GB LN67155 - CMK32GX4M2B3000C15 | SCAN UK""@en","""32GB (2x16GB) Corsair DDR4 Vengeance LPX Black, PC4-24000 (3000), Non-ECC Unbuffered, CAS 15-17-17-35, XMP 2.0, 1.35V    ""@en ",Computers_and_Accessories,,," ""Corsair 32GB DDR4 Vengeance LPX 3000MHz Memory Kit 2x16GB""@en 2x16GB LN67155 - CMK32GX4M2B3000C15 | SCAN UK""@en ""32GB (2x16GB) Corsair DDR4 Vengeance LPX Black, PC4-24000 (3000), Non-ECC Unbuffered, CAS 15-17-17-35, XMP 2.0, 1.35V    ""@en "
10904035," ""Corsair - Vengeance LPX 16GB (2 x 8GB) DDR4-2400 Memory"" Memory (CMK16GX4M2A2400C14) PCPartPicker España""",,Computers_and_Accessories,"""Corsair""",," ""Corsair - Vengeance LPX 16GB (2 x 8GB) DDR4-2400 Memory"" Memory (CMK16GX4M2A2400C14) PCPartPicker España"" "
3407696," ""1 Port PCI Gigabit network card from Startech ST1000BT32""@en ST1000BT32 LN75086 | SCAN UK""@en","""1 Port Startech PCI Gigabit Ethernet Adapter Card, Full and half duplex support, Supports Wake-on-LAN function        ""@en ",Computers_and_Accessories,,," ""1 Port PCI Gigabit network card from Startech ST1000BT32""@en ST1000BT32 LN75086 | SCAN UK""@en ""1 Port Startech PCI Gigabit Ethernet Adapter Card, Full and half duplex support, Supports Wake-on-LAN function        ""@en "
17231434," ""Kingston Digital 32 GB microSDHC Flash Memory Card SDC4/32GB""@en-US ""Computer Accessories & Peripherals - Page 6 | Laptops Outlet Direct""@en-US","""In capacities ranging from 4 - 32GB, microSDHC cards offer higher storage capacities for more music, more videos, more pictures, more games â€” more of everything you need in todayâ€™s mobile world. The microSDHC card allows you to maximize todayâ€™s revolutionary mobile devices. Kingstonâ€™s microSDHC cards use the new speed â€œclassâ€ rating that guarantee a minimum data transfer rate for optimum performance with devices that use microSDHC.  Identical in physical size to todayâ€™s standard microSD card, the microSDHC cards are designed to comply with SD Specification Version 2.00 and are only recognized by microSDHC host devices. They can be used as full-size SDHC cards when used with the included adapter**. To ensure compatibility, look for the microSDHC or SDHC logo on host devices (e.g. phones, PDAs, and cameras).  Wherever you find yourself in the mobile world, you can trust and rely on Kingstonâ€™s microSDHC cards. All cards are 100-percent tested and are backed by a lifetime warranty and free live technical support.""@en-US ",Computers_and_Accessories,"""Kingston""@en-US",," ""Kingston Digital 32 GB microSDHC Flash Memory Card SDC4/32GB""@en-US ""Computer Accessories & Peripherals - Page 6 | Laptops Outlet Direct""@en-US ""In capacities ranging from 4 - 32GB, microSDHC cards offer higher storage capacities for more music, more videos, more pictures, more games â€” more of everything you need in todayâ€™s mobile world. The microSDHC card allows you to maximize todayâ€™s revolutionary mobile devices. Kingstonâ€™s microSDHC cards use the new speed â€œclassâ€ rating that guarantee a minimum data transfer rate for optimum performance with devices that use microSDHC.  Identical in physical size to todayâ€™s standard microSD card, the microSDHC cards are designed to comply with SD Specification Version 2.00 and are only recognized by microSDHC host devices. They can be used as full-size SDHC cards when used with the included adapter**. To ensure compatibility, look for the microSDHC or SDHC logo on host devices (e.g. phones, PDAs, and cameras).  Wherever you find yourself in the mobile world, you can trust and rely on Kingstonâ€™s microSDHC cards. All cards are 100-percent tested and are backed by a lifetime warranty and free live technical support.""@en-US "
642942," ""Buy Online | Intel BOXNUC5i5RYH Core i5 NUC Barebone Kit MINI PC Price in India""@en-US","""
	Intel BOXNUC5i5RYH Core i5 NUC Barebone Kit MINI PC
""@en-US ",Computers_and_Accessories,,," ""Buy Online | Intel BOXNUC5i5RYH Core i5 NUC Barebone Kit MINI PC Price in India""@en-US ""
	Intel BOXNUC5i5RYH Core i5 NUC Barebone Kit MINI PC
""@en-US "
15783746," ""PY276AA HP 80-GB 7.2K 3.5 NHP SATA"", ""Null"" Price PY276AA-2Pack"" ""New PY276AA SATA 2 Pack Wholesale","""Description: 2 x 80GB Serial ATA (SATA) Hard Drive 7.2K 3.5-inchPart Number(s)Hewlett-Packard Part# PY276AA"" ",Computers_and_Accessories,"""HP Enterprise""",," ""PY276AA HP 80-GB 7.2K 3.5 NHP SATA"", ""Null"" Price PY276AA-2Pack"" ""New PY276AA SATA 2 Pack Wholesale ""Description: 2 x 80GB Serial ATA (SATA) Hard Drive 7.2K 3.5-inchPart Number(s)Hewlett-Packard Part# PY276AA"" "
15134518," ""376638-B21 HP 1GB PC3200 Reg ECC Kit"", ""Null"" Price 376638-B21"" ""New 376638-B21 Kit Wholesale","""Description:Genuine HPE 1GB Memory Kit (2 X 512MB)Registered PC3200 SDRAMPart Number(s)
Option Part# 376638-B21"" ",Computers_and_Accessories,"""HP Enterprise""",," ""376638-B21 HP 1GB PC3200 Reg ECC Kit"", ""Null"" Price 376638-B21"" ""New 376638-B21 Kit Wholesale ""Description:Genuine HPE 1GB Memory Kit (2 X 512MB)Registered PC3200 SDRAMPart Number(s)
Option Part# 376638-B21"" "
3090561," ""StarTech.com Dual Video Universal USB 3.0 Laptop Docking Station, HDMI DVI VGA, Black""@en (USB3SDOCKHDV)""@en",,Computers_and_Accessories,,," ""StarTech.com Dual Video Universal USB 3.0 Laptop Docking Station, HDMI DVI VGA, Black""@en (USB3SDOCKHDV)""@en "
3334381," ""AMD Ryzen 7 1800X Box""@es","""Procesador CPU 8C/16T unlocked, Auto-OC, 3.6/4.0Ghz, Zen Summit Ridge 14nM, Socket AM4, RAM Dual DDR4, 4MB L2+16MB L3 cache, 95W, 20X PCIe""@es ",Computers_and_Accessories,,," ""AMD Ryzen 7 1800X Box""@es ""Procesador CPU 8C/16T unlocked, Auto-OC, 3.6/4.0Ghz, Zen Summit Ridge 14nM, Socket AM4, RAM Dual DDR4, 4MB L2+16MB L3 cache, 95W, 20X PCIe""@es "
14690823," ""SeeThru MacBook 12"" Cases""@en","""

  .feature-tab { background-color: #fff; padding: 1em 2em 3em; }
  .feature-tab h3 { font-size: 1.8em; margin: 0.5em 0; line-height: 1.2; }
  .feature-tab h4 { font-size: 1.4em; margin: 1.5em 0 0.5em; }
  .feature-tab ul { padding-left: 1em; }
  .feature-tab li { line-height: 1.4; margin-top: 0.7em; list-style-type: disc; }
  .feature-tab li:first-of-type { margin-top: 0; }
  .feature-tab p { line-height: 1.4; padding: 0.5em 0; font-size: 1.2em; }
  .feature-tab li, .feature-tab p { color: #444; }
  .feature-tab a, .feature-tab p a { color: #09c; }
  .pt_product-details .product-detail-wrapper .product-detail-back .tab-content-new { padding: 0; }



SeeThru® fits MacBook 12"" (2015 and 2017 models).
SeeThru is the #1 bestselling hardshell case for MacBook* and is designed to take an impact – and make one.

The form-fitting hardshell on our SeeThru MacBook 12"" case keeps scuffs and scratches at bay for on-the-go protection. Its sleek design features a lightweight two-piece design that’s easy to put on and remove. Plus, rubberized feet add stability to prevent sliding and tilting so your MacBook 12"" stays grounded. Our Onyx Black color option features a textured, scratch-resistant matte finish that resists scratches, fingerprints, and smudges while providing your MacBook 12"" with a comfortable grip.

Like all of our products, this MacBook 12"" case has been lab-tested against extreme temperatures, cracks, chemicals, and abrasions.

Speck makes products that are designed for impact to protect the tech you rely on. With a balance of slim lines and military-grade protection, we provide a difference you can see and feel.

*#1 Best-Selling HardShell MacBook Brand. NPD Laptop Cases. 2012-2016. 

""@en ",Computers_and_Accessories,"""Speck""@en",," ""SeeThru MacBook 12"" Cases""@en ""

  .feature-tab { background-color: #fff; padding: 1em 2em 3em; }
  .feature-tab h3 { font-size: 1.8em; margin: 0.5em 0; line-height: 1.2; }
  .feature-tab h4 { font-size: 1.4em; margin: 1.5em 0 0.5em; }
  .feature-tab ul { padding-left: 1em; }
  .feature-tab li { line-height: 1.4; margin-top: 0.7em; list-style-type: disc; }
  .feature-tab li:first-of-type { margin-top: 0; }
  .feature-tab p { line-height: 1.4; padding: 0.5em 0; font-size: 1.2em; }
  .feature-tab li, .feature-tab p { color: #444; }
  .feature-tab a, .feature-tab p a { color: #09c; }
  .pt_product-details .product-detail-wrapper .product-detail-back .tab-content-new { padding: 0; }



SeeThru® fits MacBook 12"" (2015 and 2017 models).
SeeThru is the #1 bestselling hardshell case for MacBook* and is designed to take an impact – and make one.

The form-fitting hardshell on our SeeThru MacBook 12"" case keeps scuffs and scratches at bay for on-the-go protection. Its sleek design features a lightweight two-piece design that’s easy to put on and remove. Plus, rubberized feet add stability to prevent sliding and tilting so your MacBook 12"" stays grounded. Our Onyx Black color option features a textured, scratch-resistant matte finish that resists scratches, fingerprints, and smudges while providing your MacBook 12"" with a comfortable grip.

Like all of our products, this MacBook 12"" case has been lab-tested against extreme temperatures, cracks, chemicals, and abrasions.

Speck makes products that are designed for impact to protect the tech you rely on. With a balance of slim lines and military-grade protection, we provide a difference you can see and feel.

*#1 Best-Selling HardShell MacBook Brand. NPD Laptop Cases. 2012-2016. 

""@en "
9010904," ""ASUS GeForce GTX 1050 Expedition 2GB GDDR5 Graphics Card ""@en | EX-GTX1050-2G Novatech""@en","""1354MHz Core, 1455MHz Boost, 7008MHz 128-bit Memory, 640 CUDA Cores, DVI-D, HDMI, DPort, Length 212mm, 3 Year Warranty""@en ",Computers_and_Accessories,"""219""@en",," ""ASUS GeForce GTX 1050 Expedition 2GB GDDR5 Graphics Card ""@en | EX-GTX1050-2G Novatech""@en ""1354MHz Core, 1455MHz Boost, 7008MHz 128-bit Memory, 640 CUDA Cores, DVI-D, HDMI, DPort, Length 212mm, 3 Year Warranty""@en "
174471," ""Corsair Vengeance Blue 4Gb DDR3 1600 (1x4Gb) CL9 Module"" Module | CMZ4GX3M1A1600C9B""","""Corsair Vengeance Blue 4Gb DDR3 1600 (1x4Gb) CL9 Module"" ",Computers_and_Accessories,"""Corsair""",," ""Corsair Vengeance Blue 4Gb DDR3 1600 (1x4Gb) CL9 Module"" Module | CMZ4GX3M1A1600C9B"" ""Corsair Vengeance Blue 4Gb DDR3 1600 (1x4Gb) CL9 Module"" "
4345896," ""Seagate BarraCuda 2TB SATA III 3.5"" Hard Drive"" Drive - 7200RPM 64MB ST2000DM006 | CCL Computers""","""

                                Seagate brings over 20 years of trusted performance and reliability to the Seagate BarraCuda 3.5 inch HDDs-now available in capacities up to 4TB. Versatile mix of capacity and price point options to fit any budget. Multi-Tier Caching technology for excellent hard drive performance. BarraCuda leads the industry with the highest capacities for desktops and mobile computers.The uncompromising BarraCuda marries industry-leading storage capacity with 7,200 RPM spin speeds for snappy performance and load times when gaming or performing heavy workloads. 

                            "" ",Computers_and_Accessories,"""Seagate """,," ""Seagate BarraCuda 2TB SATA III 3.5"" Hard Drive"" Drive - 7200RPM 64MB ST2000DM006 | CCL Computers"" ""

                                Seagate brings over 20 years of trusted performance and reliability to the Seagate BarraCuda 3.5 inch HDDs-now available in capacities up to 4TB. Versatile mix of capacity and price point options to fit any budget. Multi-Tier Caching technology for excellent hard drive performance. BarraCuda leads the industry with the highest capacities for desktops and mobile computers.The uncompromising BarraCuda marries industry-leading storage capacity with 7,200 RPM spin speeds for snappy performance and load times when gaming or performing heavy workloads. 

                            "" "
16856034," ""637414-B21 HP Xeon E5607 2.26GHz BL460c G7 "", ""Null"" ""New 637414-B21 Wholesale Price 637414-B21""","""Description:HP Intelï¿½ Xeonï¿½ E5607 BL460c G7(2.26GHz/4-core/8MB/80W)Full Processor Option KitPart Number(s)
Manufacturer Part# 637414-B21"" ",Computers_and_Accessories,"""HP Enterprise""",," ""637414-B21 HP Xeon E5607 2.26GHz BL460c G7 "", ""Null"" ""New 637414-B21 Wholesale Price 637414-B21"" ""Description:HP Intelï¿½ Xeonï¿½ E5607 BL460c G7(2.26GHz/4-core/8MB/80W)Full Processor Option KitPart Number(s)
Manufacturer Part# 637414-B21"" "
9813986," ""Corsair Memory 4GB DDR3 SO-DIMM PC3-8500 (1066) Dual Channel Laptop""@en Laptop LN26795 - CM3X4GSD1066 | SCAN UK""@en","""4GB Corsair DDR3 Value SO-DIMM PC3-8500 (1066), 204 Pin, Non-ECC Unbuffered, CAS 7-7-7-20, 1.5V                          ""@en ",Computers_and_Accessories,,," ""Corsair Memory 4GB DDR3 SO-DIMM PC3-8500 (1066) Dual Channel Laptop""@en Laptop LN26795 - CM3X4GSD1066 | SCAN UK""@en ""4GB Corsair DDR3 Value SO-DIMM PC3-8500 (1066), 204 Pin, Non-ECC Unbuffered, CAS 7-7-7-20, 1.5V                          ""@en "
17440137," ""HP McAfee Live Safe Service, E-License, 12 months + 3 for free""@en free - HP Store Switzerland""@en Service E-License",""" <p>McAfee LiveSafe gives you complete protection, keeping your identity and data safe from theft and misuse, everywhere you go. It’s one service that secures every device you own, including PC, Mac, smart phone and tablet, at no extra cost. <br /> <br />McAfee LiveSafe gives your HP PC a deeper level of protection by taking advantage of Intel based technology. It includes a wide range of easy to use security features including McAfee SafeKey password manager which enables you to easily and securely manage all your passwords and secure online storage with McAfee Personal Locker which allows you to securely store your most sensitive documents.<br />McAfee LiveSafe gives you confidence in knowing that all your devices are covered, all of the time.</p> Protect your identity, secure your data ;  Complete protection for all your devices ;  Unlimited licenses for all your devices ; ""@en ",Computers_and_Accessories,,," ""HP McAfee Live Safe Service, E-License, 12 months + 3 for free""@en free - HP Store Switzerland""@en Service E-License "" <p>McAfee LiveSafe gives you complete protection, keeping your identity and data safe from theft and misuse, everywhere you go. It’s one service that secures every device you own, including PC, Mac, smart phone and tablet, at no extra cost. <br /> <br />McAfee LiveSafe gives your HP PC a deeper level of protection by taking advantage of Intel based technology. It includes a wide range of easy to use security features including McAfee SafeKey password manager which enables you to easily and securely manage all your passwords and secure online storage with McAfee Personal Locker which allows you to securely store your most sensitive documents.<br />McAfee LiveSafe gives you confidence in knowing that all your devices are covered, all of the time.</p> Protect your identity, secure your data ;  Complete protection for all your devices ;  Unlimited licenses for all your devices ; ""@en "
7281792," ""Sandisk Extreme microSDXC 64GB - Prijzen ""@NL Tweakers""@NL",,Computers_and_Accessories,,," ""Sandisk Extreme microSDXC 64GB - Prijzen ""@NL Tweakers""@NL "
5022581," ""HyperX FURY - DDR3 4 GB DIMM 240-pin"" "" HyperX 240-pin HX316C10F/4 System Memory (RAM) CDW.com","""HyperX FURY DDR3 memory automatically overclocks for hassle-free, plug-and-play functionality that gets you in the game faster and instant top-level performance that helps you win it. It draws less power and generates less heat. Its asymmetric, aggressive design lets you stand out from the crowd of squared designs and features quality aluminum and a diamond-cut finish."" ",Computers_and_Accessories,,"""$"", ""39.99"""," ""HyperX FURY - DDR3 4 GB DIMM 240-pin"" "" HyperX 240-pin HX316C10F/4 System Memory (RAM) CDW.com ""HyperX FURY DDR3 memory automatically overclocks for hassle-free, plug-and-play functionality that gets you in the game faster and instant top-level performance that helps you win it. It draws less power and generates less heat. Its asymmetric, aggressive design lets you stand out from the crowd of squared designs and features quality aluminum and a diamond-cut finish."" "
14260179," ""295643-B21 HP Smart Array 3200"", ""Null"" Price 295643-B21"" 3200 Wholesale 295643-B21","""Description: Smart Array 3200 2CH PCIUltra2 SCSI Controller 64MBPart Number(s)
Option Part# 295643-B21"" ",Computers_and_Accessories,"""HP Enterprise""",," ""295643-B21 HP Smart Array 3200"", ""Null"" Price 295643-B21"" 3200 Wholesale 295643-B21 ""Description: Smart Array 3200 2CH PCIUltra2 SCSI Controller 64MBPart Number(s)
Option Part# 295643-B21"" "
13530843," ""Zowie RL2455 E-Sports 24"" Full HD LED Monitor"" 24 inch 1ms Monitor - HDMI 9H.LF4LB.DBE | CCL Computers"" Speakers","""

                                Every detail of the RL-series is designed and fine-tuned for the exceptional console e-Sports experience. The ZOWIE RL-series has been adopted worldwide by most professional e-Sports tournaments and players. With your persistence and dedication to win backed by the exclusive features of the RL-series, you will be armed to compete in FPS, fighting or sports games on any console. (Compatible with: PS3, PS4, Xbox 360, Xbox One, Wii and Wii U. RL-series monitors can also be connected to your PC).Game Modes for Enhanced Gaming ExperienceEvery game has its own optimal settings. We’ve outfitted every RL-series monitor with several settings, such as the FPS and FTG modes, which you can switch between with the touch of a hot key.Spot Hidden EnemiesNever fall victim to some cowardly camper in a dark corner again. Black eQualizer increases the visibility in dark scenes without overexposing the bright areas.Comfort for Long-Lasting PlayFlicker-free technology helps reduce eye strain, which can help keep you practicing the extended hours needed to keep you at the top of your game.Minimize Visual DistractionsConcentration is a key factor for eSports. The RL-series LCD frame was specially designed to reduce light reflection from the screen, keeping your focus on the game.

                            "" ",Computers_and_Accessories,"""Zowie """,," ""Zowie RL2455 E-Sports 24"" Full HD LED Monitor"" 24 inch 1ms Monitor - HDMI 9H.LF4LB.DBE | CCL Computers"" Speakers ""

                                Every detail of the RL-series is designed and fine-tuned for the exceptional console e-Sports experience. The ZOWIE RL-series has been adopted worldwide by most professional e-Sports tournaments and players. With your persistence and dedication to win backed by the exclusive features of the RL-series, you will be armed to compete in FPS, fighting or sports games on any console. (Compatible with: PS3, PS4, Xbox 360, Xbox One, Wii and Wii U. RL-series monitors can also be connected to your PC).Game Modes for Enhanced Gaming ExperienceEvery game has its own optimal settings. We’ve outfitted every RL-series monitor with several settings, such as the FPS and FTG modes, which you can switch between with the touch of a hot key.Spot Hidden EnemiesNever fall victim to some cowardly camper in a dark corner again. Black eQualizer increases the visibility in dark scenes without overexposing the bright areas.Comfort for Long-Lasting PlayFlicker-free technology helps reduce eye strain, which can help keep you practicing the extended hours needed to keep you at the top of your game.Minimize Visual DistractionsConcentration is a key factor for eSports. The RL-series LCD frame was specially designed to reduce light reflection from the screen, keeping your focus on the game.

                            "" "
6559743," ""Samsung 960 Pro 2TB M.2 NVMe PCIe Solid State Drive/SSD MZ-V6P2T0BW""@en MZ-V6P2T0BW LN76042 | SCAN UK""@en","""2TB Samsung 960 Pro, M.2 PCIe NVMe, 48 Layer V-NAND, 3500MB/s Read, 2100MB/s Write, 440K/360K IOPS, 1200TBW, Retail      ""@en ",Computers_and_Accessories,,," ""Samsung 960 Pro 2TB M.2 NVMe PCIe Solid State Drive/SSD MZ-V6P2T0BW""@en MZ-V6P2T0BW LN76042 | SCAN UK""@en ""2TB Samsung 960 Pro, M.2 PCIe NVMe, 48 Layer V-NAND, 3500MB/s Read, 2100MB/s Write, 440K/360K IOPS, 1200TBW, Retail      ""@en "
9651501," ""Corsair Vengeance LPX 32GB (2x16GB) DDR4 PC4-19200C14 2400MHz Dual Channel Kit - Black (CMK32GX4M2A2""@en ""▷ Corsair 2400MH… | OcUK""@en","""2400MHz RAM Speed, CAS 14-16-16-31 Timings, 1.20-1.35v VDIMM, Lifetime Warranty with OcUK.""@en ",Computers_and_Accessories,"""Corsair""@en",," ""Corsair Vengeance LPX 32GB (2x16GB) DDR4 PC4-19200C14 2400MHz Dual Channel Kit - Black (CMK32GX4M2A2""@en ""▷ Corsair 2400MH… | OcUK""@en ""2400MHz RAM Speed, CAS 14-16-16-31 Timings, 1.20-1.35v VDIMM, Lifetime Warranty with OcUK.""@en "
11249315," ""Intel - Core i5-7600K 3.8GHz Quad-Core Processor"" Processor (BX80677I57600K) PCPartPicker Deutschland""",,Computers_and_Accessories,"""Intel""",," ""Intel - Core i5-7600K 3.8GHz Quad-Core Processor"" Processor (BX80677I57600K) PCPartPicker Deutschland"" "
5210063," ""D-Link DES 1008P+ - switch 8 ports unmanaged"" "" D-Link unmanaged DES-1008P+ Unmanaged Switches & Hubs CDW.com","""The D-Link DES-1008P+ 8-Port 10/100 unmanaged desktop or rackmount PoE+ switch enables IT managers and security system integrators to easily connect and supply power to devices such as IP cameras, IP phones and wireless Access Points (APs), while adding more Ethernet devices like computers, printers, and Network Video Recorders (NVRs) onto a network. Built with demanding applications in mind, this switch supports a generous PoE budget and provides ample PoE power to any device that needs it."" ",Computers_and_Accessories,,"""$"", ""171.99"""," ""D-Link DES 1008P+ - switch 8 ports unmanaged"" "" D-Link unmanaged DES-1008P+ Unmanaged Switches & Hubs CDW.com ""The D-Link DES-1008P+ 8-Port 10/100 unmanaged desktop or rackmount PoE+ switch enables IT managers and security system integrators to easily connect and supply power to devices such as IP cameras, IP phones and wireless Access Points (APs), while adding more Ethernet devices like computers, printers, and Network Video Recorders (NVRs) onto a network. Built with demanding applications in mind, this switch supports a generous PoE budget and provides ample PoE power to any device that needs it."" "
9664432," ""Apple 27"" iMac 2.66GHz Quad-Core Intel Core i5 Desktop Computer""@en Computer - MB953LL/A Abt""@en",,Computers_and_Accessories,"""Apple""@en",," ""Apple 27"" iMac 2.66GHz Quad-Core Intel Core i5 Desktop Computer""@en Computer - MB953LL/A Abt""@en "
16866934," ""533993-B22 HP Xeon E7400 2.8GHz DL120 G5"", ""Null"" G5 Wholesale 533993-B22 Price 533993-B22""","""Description:Intelï¿½ Xeonï¿½ E7400 DL120 G5(2.80GHz/2-core/3MB/65W)Full Processor Option KitPart Number(s)
Manufacturer Part# 533993-B22"" ",Computers_and_Accessories,"""HP Enterprise""",," ""533993-B22 HP Xeon E7400 2.8GHz DL120 G5"", ""Null"" G5 Wholesale 533993-B22 Price 533993-B22"" ""Description:Intelï¿½ Xeonï¿½ E7400 DL120 G5(2.80GHz/2-core/3MB/65W)Full Processor Option KitPart Number(s)
Manufacturer Part# 533993-B22"" "
